201104227,45149,2012,83
201104227,40082,2012,77
201104227,42345,2012,87
201104227,44034,2012,90
201104239,44140,2012,84
201104239,40246,2012,50
201104239,31089,2012,77
201104239,43364,2012,58
201104239,40057,2012,27
201104239,42392,2012,82
201104266,42817,2012,91
201104266,43147,2012,94
201104266,41848,2012,75
201104266,42977,2012,64
201104266,43249,2012,81
201104266,44565,2012,84
201104275,43682,2012,58
201104275,45355,2012,93
201104275,40348,2012,80
201104275,40102,2012,66
201104275,45180,2012,18
201104275,45183,2012,80
201104284,40247,2012,86
201104284,43388,2012,60
201104284,45150,2012,91
201104284,40083,2012,67
201104284,42346,2012,68
201104284,40250,2012,54
201104287,40221,2012,91
201104287,43365,2012,78
201104287,44566,2012,74
201104287,45323,2012,54
201104287,41849,2012,38
201104287,40159,2012,60
201104293,40350,2012,84
201104293,40103,2012,88
201104293,40249,2012,79
201104293,45151,2012,64
201104293,41724,2012,78
201104293,42347,2012,59
201104314,40254,2012,34
201104314,40230,2012,83
201104314,43366,2012,80
201104314,31301,2012,94
201104314,40352,2012,94
201104314,43037,2012,79
201104314,41375,2012,48
201104314,45152,2012,79
201104314,42113,2012,60
201104314,44074,2012,23
201104314,40225,2012,82
201104314,40107,2012,85
201104323,42999,2012,88
201104323,42632,2012,73
201104323,40226,2012,67
201104323,43368,2012,85
201104323,40108,2012,88
201104323,43000,2012,60
201104331,42639,2012,97
201104331,40228,2012,88
201104331,43369,2012,73
201104331,40109,2012,27
201104331,43962,2012,79
201104331,44145,2012,91
201104379,40233,2012,59
201104379,43378,2012,93
201104379,41377,2012,68
201104379,45306,2012,71
201104379,44768,2012,53
201104379,40235,2012,92
201104381,31081,2012,77
201104381,41025,2012,65
201104381,44013,2012,51
201104381,43375,2012,41
201104381,40203,2012,66
201104381,43162,2012,85
201104384,44611,2012,91
201104384,44816,2012,79
201104384,41862,2012,66
201104384,40086,2012,78
201104384,42673,2012,64
201104384,43872,2012,32
201104412,31056,2012,88
201104412,43627,2012,80
201104412,42348,2012,86
201104412,40237,2012,86
201104412,43584,2012,83
201104412,44031,2012,55
201104414,44475,2012,70
201104414,41850,2012,65
201104414,40143,2012,24
201104414,44330,2012,86
201104414,44332,2012,87
201104414,45240,2012,94
201104428,43628,2012,67
201104428,42349,2012,66
201104428,40223,2012,81
201104428,42907,2012,81
201104428,44030,2012,56
201104428,43539,2012,92
201104429,41851,2012,84
201104429,40089,2012,73
201104429,40144,2012,23
201104429,44329,2012,82
201104429,42350,2012,94
201104429,45243,2012,65
201104438,43540,2012,96
201104438,41852,2012,65
201104438,43251,2012,69
201104438,42197,2012,60
201104438,42351,2012,89
201104438,45368,2012,77
201104439,45328,2012,72
201104439,43541,2012,49
201104439,44011,2012,35
201104439,42352,2012,58
201104439,43542,2012,88
201104439,44075,2012,89
201104441,43885,2012,87
201104441,41123,2012,63
201104441,31054,2012,80
201104441,45305,2012,64
201104441,44866,2012,33
201104441,41024,2012,81
